document,TTR,C,R,CTTR,U,S,K,D,Vm,Maas,lgV0,lgeV0,ARI,ARI.simple,ARI.NRI,Bormuth.MC,Bormuth.GP,Coleman,Coleman.C2,Coleman.Liau.ECP,Coleman.Liau.grade,Coleman.Liau.short,Dale.Chall,Dale.Chall.old,Dale.Chall.PSK,Danielson.Bryan,Danielson.Bryan.2,Dickes.Steiwer,DRP,ELF,Farr.Jenkins.Paterson,Flesch,Flesch.PSK,Flesch.Kincaid,FOG,FOG.PSK,FOG.NRI,FORCAST,FORCAST.RGL,Fucks,Linsear.Write,LIW,nWS,nWS.2,nWS.3,nWS.4,RIX,Scrabble,SMOG,SMOG.C,SMOG.simple,SMOG.de,Spache,Spache.old,Strain,Traenkle.Bailer,Traenkle.Bailer.2,Wheeler.Smith,meanSentenceLength,meanWordSyllables,CECR.niveau,W,NDW,NDWC,S.1,VP,C.1,T,DC,CT,CP,CN,MLS,MLT,MLC,C.S,VP.T,C.T,DC.C,DC.T,T.S,CT.T,CP.T,CP.C,CN.T,CN.C
cohort_student50,0.659420289855073,0.915491629770415,7.74643442990461,5.4775563154025,25.3215046105822,0.883938040145511,164.881327452216,0.00930921400613562,0.0741560635161455,0.198726253932554,4.86915522580605,11.211644238415,6.91354609929078,54.8581560283688,4.99432624113476,-2.70597926275452,50967384.9153486,56.6989361702128,57.0570921985815,55.2869425531915,7.91510659265532,7.91574468085106,30.9559574468085,8.10909858156028,6.90412482269504,5.2629653968254,86.9289682539683,-311.852724167437,370.597926275452,4.11111111111111,-46.2392624113475,67.9333333333333,5.63121489361702,7.67602836879433,11.0893617021277,5.40171271205674,12.2083333333333,8.93617021276596,8.25978723404255,68.2222222222222,7.55555555555556,32.6879432624113,5.06900567375886,5.87882836879433,5.44251134751773,5.77643546099291,2.66666666666667,1.80655737704918,10.9805187677557,10.7213187218697,10.5277265270908,5.52772652709081,4.53197163120567,5.12175886524823,6.83333333333333,-334.886102695035,-220.848038014184,41.1111111111111,15.6666666666667,1.45390070921986,A1,141,99,85,9,19,16,9,7,4,1,18,15.6667,15.6667,8.8125,1.7778,2.1111,1.7778,0.4375,0.7778,1,0.4444,0.1111,0.0625,2,1.125
cohort_student51,0.511520737327189,0.88961596634703,10.6563410083685,7.53517098965365,23.8937611013959,0.879395670643624,128.267748306399,0.0105469290450293,0.0912264782074555,0.204577440805008,5.13751899968699,11.8295746636529,8.83569124423963,58.6065437788018,7.04169585253457,-3.06210522340615,73962524.0903195,48.6398617511521,48.8887096774193,49.7147059907834,9.44192169970138,9.4426728110599,29.6944110599078,8.20856982488479,7.01637212903226,5.69830210623557,84.9950829376443,-342.402129518894,406.210522340615,5.64,-48.0578907834101,59.1957059907834,6.14044993548387,9.31542304147466,12.7504516129032,6.09933119277419,47.108,9.87327188940092,9.29059907834102,79.56,10.08,39.7102304147465,6.66328324423963,7.32519163133641,6.49380903225807,6.90104180645161,3.88,1.64702920443102,12.1978035677654,11.8446814246004,11.6948260477137,6.69482604771366,5.06462912442396,5.70427152073733,8.004,-379.58595036129,-252.758908317972,56.4,17.36,1.536866359447,B2,437,232,191,26,70,45,29,16,16,10,53,16.8077,15.069,9.7111,1.7308,2.4138,1.5517,0.3556,0.5517,1.1154,0.5517,0.3448,0.2222,1.8276,1.1778
cohort_student52,0.424307036247335,0.8606156215908,9.18896622113824,6.49758032706097,19.164076155458,0.847221769653457,178.804424420693,0.0157818963789113,0.113381289523133,0.228431533882288,4.51414840731039,10.3942108302357,11.2283739198743,63.5051060487039,8.35428122545169,-4.47855742609922,231253519.64821,50.1171641791045,47.687526652452,53.6526496801706,8.36290937703454,8.36383795309169,25.2941207496353,8.46324622376838,7.37345357423409,5.93968349077823,88.324649302744,-410.38237440018,547.855742609922,7.73684210526316,-55.4736527886881,55.3314858040624,6.51827784760408,11.6739423184828,14.6498036135114,7.81654792050275,70.2076315789474,9.70149253731343,9.10164179104478,106.473684210526,11.7894736842105,43.4475367523286,6.63612324093817,7.28230851756256,7.12585255302435,8.13954422623724,4.63157894736842,1.70509648688768,12.9366865371767,12.5314250302452,12.4032469196325,7.40324691963255,5.86625855683986,6.64825833239816,11.0684210526316,-446.062602100774,-222.73524130064,77.3684210526316,24.6842105263158,1.49466950959488,A2,472,205,172,19,64,51,23,27,14,5,51,24.8421,20.5217,9.2549,2.6842,2.7826,2.2174,0.5294,1.1739,1.2105,0.6087,0.2174,0.098,2.2174,1
cohort_student53,0.480314960629921,0.882302318295116,10.8257494148766,7.65496082268553,22.9899491059528,0.874203481105268,134.92776985554,0.0115470033701409,0.0969247972905606,0.208559988913817,5.07218045191613,11.6791270975579,12.8111554262239,66.4137281752824,10.9859637110579,-4.02139806308877,167504903.87535,38.2389763779528,37.7114173228346,41.0392133858268,11.8190413754299,11.82,23.1399212598425,8.9903398151318,7.69844481342006,6.61902462052997,82.0239624903525,-425.223348798357,502.139806308877,8.95652173913044,-52.984674255392,42.6950855871277,7.13761088668264,12.7912358781239,16.7087983567271,7.87980390879836,76.6878260869565,11.0826771653543,10.6209448818898,108.782608695652,17.3913043478261,49.8428620335501,9.32975015405683,9.80582923656282,8.92584238274564,9.57487045532352,6.1304347826087,1.64228617106315,15.0409994214226,14.5008523597542,14.4208048144032,9.42080481440322,5.97876583361862,6.72963882232112,11.1,-462.518895376583,-280.916019645669,89.5652173913043,22.0869565217391,1.6751968503937,C2,508,253,233,23,78,50,29,20,14,8,63,22.087,17.5172,10.16,2.1739,2.6897,1.7241,0.4,0.6897,1.2609,0.4828,0.2759,0.16,2.1724,1.26
cohort_student54,0.7,0.920735548818767,6.6407830863536,4.69574275274956,24.6547157056709,0.876743146977116,256.79012345679,0.0147315855181024,0.0990252314951252,0.201395610402449,4.61148023486082,10.6183256454272,10.405,61.5,9.6,-2.63401757620851,46988578.3611626,37.5166666666667,40.2277777777778,38.1673466666667,12.6059443439467,12.6066666666667,17.7611111111111,10.3456111111111,8.52453333333333,6.31249887640449,78.4135112359551,-364.803987666667,363.401757620851,6.16666666666667,-45.8003666666667,30.87,7.6091,12.68,16.6666666666667,6.659954,8.85,11.1666666666667,10.7133333333333,77.5,16,42.7777777777778,9.47888888888889,9.97777777777778,9.64443333333333,9.60833333333333,4.16666666666667,1.64425162689805,14.5545925495578,14.0441874116565,13.9544511501033,8.95445115010332,6.20955555555556,6.87177777777778,8.55,-401.54713,-316.113920555556,61.6666666666667,15,1.9,B2,94,66,55,6,8,8,6,2,2,3,15,15.6667,15.6667,11.75,1.3333,1.3333,1.3333,0.25,0.3333,1,0.3333,0.5,0.375,2.5,1.875
cohort_student55,0.39,0.842841673775246,7.8,5.51543289325507,16.5569337230451,0.821211401024566,231.125,0.0206641604010025,0.129237160251004,0.245759347248169,4.07521565741664,9.38353082350348,6.57799731440629,54.2061193170919,4.62459236524074,-2.65279071785663,48038129.8657092,50.981421446384,52.0649625935162,56.3696740648379,7.61843382753815,7.61905236907731,28.719672933052,8.49664671014771,7.18192660656052,5.16070184615385,87.5758738461538,-291.998371781143,365.279071785663,4.73076923076923,-46.0628894110877,64.8080083445233,5.79364880107424,8.05143391521197,11.9547669288318,5.57303049526185,38.3686538461538,9.60099750623441,8.99109725685786,66.4615384615385,8.92307692307692,36.3707078457702,5.8580526760023,6.55286727412239,6.10933206407059,6.37224703625552,3.23076923076923,1.68619489559165,11.661520659326,11.34837438075,11.1806525976279,6.18065259762795,5.01995539996163,5.63011269902168,6.91153846153846,-331.322699167466,-225.148064887781,47.3076923076923,15.4230769230769,1.49376558603491,B1,403,169,142,26,51,44,36,11,8,13,43,15.5,11.1944,9.1591,1.6923,1.4167,1.2222,0.25,0.3056,1.3846,0.2222,0.3611,0.2955,1.1944,0.9773
cohort_student56,0.598726114649682,0.898551011397483,7.50201671399565,5.30472689104114,21.6453577572163,0.864005959956197,247.880238549231,0.0185366650334803,0.118952620747013,0.214940183771735,4.4959371474284,10.3522778547068,11.7463636363636,64.0306890561668,11.4810654313839,-2.51783055592479,41022483.1173797,28.9257961783439,33.0054140127389,30.7660949044586,14.6339169317987,14.6346496815287,17.2409901563405,10.4793954255935,8.60543416328894,6.69157226107226,74.9234773892774,-377.032519473075,351.783055592479,6.81818181818182,-45.1686716850029,28.536716850029,7.71770926462073,12.8247712796757,16.4097278517661,6.47262806971627,15.6986363636364,12.1656050955414,11.8121656050955,78.9090909090909,15.2727272727273,51.2154024319629,10.845349044586,11.1998255935148,9.53105136074117,9.43847330631152,5.27272727272727,1.6400462962963,14.2919024340583,13.7978772412304,13.7025910201901,8.70259102019014,5.72867515923567,6.35718702953098,8.29090909090909,-417.727907052692,-342.40524089172,68.1818181818182,14.2727272727273,1.93630573248408,A2,161,102,85,11,22,14,11,4,4,3,24,14.6364,14.6364,11.5,1.2727,2,1.2727,0.2857,0.3636,1,0.3636,0.2727,0.2143,2.1818,1.7143
cohort_student57,0.515060240963855,0.885709563004757,9.38484422911852,6.63608699478915,22.0590466707987,0.868752220724464,192.517056176513,0.0162887198340189,0.115774575798303,0.212915182074056,4.81000600089973,11.0754481148836,9.40469026548673,59.9274336283186,6.52495575221239,-4.05938534344442,172261976.929543,54.3995575221239,52.0912979351032,57.6169849557522,7.27666565418407,7.27752212389381,34.1139646017699,7.13294672566372,6.35177061946903,5.52370536489152,89.7656396844181,-376.619089978978,505.938534344442,6.33333333333333,-53.3050973451327,64.6075044247788,5.97101421828909,9.86234808259587,12.6978171091445,6.98066036884956,43.813,9.20353982300885,8.55389380530973,93.7333333333333,8.26666666666667,36.4643067846608,5.26554890855457,5.97624330383481,5.90042802359882,6.81882253687316,3.13333333333333,1.66307471264368,11.3416902125943,11.0533932779918,10.8740078740118,5.87400787401181,5.3770808259587,6.10583598820059,9.56,-413.937100731563,-219.059139941003,63.3333333333333,22.6,1.41002949852507,C2,342,185,151,16,49,31,18,11,8,10,38,21.375,19,11.0323,1.9375,2.7222,1.7222,0.3548,0.6111,1.125,0.4444,0.5556,0.3226,2.1111,1.2258
cohort_student58,0.50936329588015,0.879261902609262,8.32306483452462,5.88529558474765,20.0973123960352,0.854845944137141,170.71357432423,0.0133761369716426,0.0985820280576149,0.223064782050207,4.47903801598891,10.3133661665697,5.24108623548922,51.6276948590381,3.04809286898839,-2.52854578742721,41557301.268703,58.3,58.9902985074627,61.4950089552239,6.21407156623284,6.21462686567164,34.9393532338309,7.49763814262023,6.43871956882255,4.81971173533084,89.7728604244694,-274.672927099148,352.854578742721,3.72222222222222,-45.4299722222222,73.345912106136,5.3220600331675,6.72786069651741,9.98540630182421,4.99740132802653,22.4711111111111,8.75,8.055,60.7777777777778,6,31.3067993366501,4.11188490878939,4.9236320066335,4.70704527363184,5.02596650082919,2.44444444444444,1.67955801104972,10.1257567015968,9.94066831692886,9.70820393249937,4.70820393249937,4.54115257048093,5.12042288557214,6.25,-306.593853996683,-199.241692014925,37.2222222222222,14.8888888888889,1.39925373134328,B1,268,146,118,18,40,34,21,11,9,5,30,14.8889,12.7619,7.8824,1.8889,1.9048,1.619,0.3235,0.5238,1.1667,0.4286,0.2381,0.1471,1.4286,0.8824
cohort_student59,0.702702702702703,0.929396360351732,8.54874733987858,6.0448772146786,30.7386662529968,0.905504046554922,182.615047479912,0.0115830115830116,0.0929845155528953,0.1803671696045,5.46498286205824,12.5835880716433,11.4931081081081,63.5702702702703,11.0335135135135,-2.61895482090923,46192181.7999144,33.8945945945946,37.104054054054,32.851545945946,14.062495004627,14.0632432432432,24.260972972973,9.2782827027027,7.73914486486487,6.60435278911565,76.0711521088435,-380.846047513514,361.895482090923,6.5,-45.6422635135135,36.3319189189189,7.31070216216216,11.8684864864865,15.92,6.44214128,14.928,11.5878378378378,11.1766216216216,80.2,14.8,50.6108108108108,10.1242221621622,10.572387027027,9.1125,9.09788,5.3,1.62,14.1177868642254,13.634751152809,13.5356537528527,8.53565375285274,5.5525027027027,6.17985405405405,8.16,-410.908601540541,-326.970141756757,65,14.8,1.83783783783784,B1,150,113,87,10,19,14,10,3,3,4,23,15,15,10.7143,1.4,1.9,1.4,0.2143,0.3,1,0.3,0.4,0.2857,2.3,1.6429
cohort_student60,0.790697674418605,0.937562590701426,5.18495139130856,3.66631428891691,26.1616949506729,0.868614186238482,373.174689021092,0.0143964562569214,0.0889140269936465,0.195509138170063,4.40312195832437,10.1385629838724,25.0439534883721,90.7209302325581,21.6139534883721,-8.0872750139233,1357541101.71737,33.55,30.2360465116279,30.5686860465116,14.6880077485116,14.6893023255814,10.0276744186047,9.8086023255814,8.7846511627907,9.44347142857143,79.2204857142857,-731.050447674419,908.72750139233,19,-74.2695348837209,5.7946511627907,9.60761627906977,23.133488372093,28.3627906976744,14.3157813116279,12.905,11.6279069767442,11.2206976744186,228,48,82.5348837209302,15.6204139534884,16.1212744186047,15.3459372093023,17.3854744186046,17,1.6784140969163,22.9186335973337,21.9577262120984,21.9736659610103,16.9736659610103,7.95967441860465,9.102,24,-748.992285581395,-316.11682372093,190,43,1.86046511627907,A2,43,34,30,1,6,4,1,2,1,0,5,43,43,10.75,4,6,4,0.5,2,1,1,0,0,5,1.25
cohort_student61,0.775510204081633,0.934674748855268,5.42857142857143,3.8385796692984,25.873548901998,0.871282510359669,312.369845897543,0.0110544217687075,0.0701512303247067,0.196594787574708,4.44378536567828,10.2321939394759,8.62948979591837,57.984693877551,7.98979591836735,-2.07963896364623,22979051.7156961,48.4275510204082,52.2540816326531,41.6081367346939,11.6631541021469,11.6636734693878,30.3434183673469,8.43328367346939,7.06158571428571,5.978075,78.5034,-327.820670714286,307.963896364623,4,-42.8738724489796,47.6461479591837,6.64300714285714,9.65688775510204,13.0632653061224,5.30419236530612,2.72625,9.89795918367347,9.31775510204082,62.25,10,32.6581632653061,6.62564897959184,7.30022551020408,7.2661637755102,7.1606,2.5,1.77911646586345,12.1617449614717,11.8112499293252,11.6602540378444,6.66025403784439,5.15349489795918,5.72543367346939,6.375,-354.677640408163,-298.321716530612,40,12.25,1.73469387755102,A2,49,39,30,4,6,6,4,1,1,2,9,12.25,12.25,8.1667,1.5,1.5,1.5,0.1667,0.25,1,0.25,0.5,0.3333,2.25,1.5
cohort_student62,0.554945054945055,0.886839851359544,7.48661809827712,5.29383842544569,19.9723260806771,0.852720880534121,152.759328583504,0.00983546839900431,0.0733140011139792,0.223761660392658,4.33763578359178,9.98777549413598,8.58118881118881,58.0839160839161,6.91048951048951,-2.90166515491847,62890423.5768133,43.7697802197802,44.9291208791209,49.3248978021978,9.54873070260659,9.54945054945055,26.4847352647353,8.79506663336663,7.42638601398601,5.68536670015068,84.4423329984932,-336.70897526973,390.166515491847,6,-47.2914935064935,56.1688361638362,6.28433636363636,9.53525474525475,12.5522477522478,5.91155978341658,18.0236363636364,10.4395604395604,9.91351648351648,76.3636363636364,9.81818181818182,37.4245754245754,6.59733406593407,7.13053886113886,6.43316843156843,6.77224195804196,3.45454545454545,1.65,12.0792533252484,11.7347998789118,11.5811633032103,6.58116330321033,5.45440659340659,6.10157942057942,7.85454545454545,-371.150892797203,-254.073725274725,60,16.5454545454545,1.58241758241758,B1,183,104,87,10,26,20,10,7,4,1,22,18.3,18.3,9.15,2,2.6,2,0.35,0.7,1,0.4,0.1,0.05,2.2,1.1
cohort_student63,0.570909090909091,0.900205067542965,9.46745621974178,6.69450249356617,24.443452525813,0.882101829737703,144.793388429752,0.0108825481088255,0.0900550503380174,0.202264062565671,5.04264052526127,11.6111089027943,6.88153862256646,54.8354615867699,4.74913125392506,-2.87013314229583,60866838.8422624,54.2830960854093,54.3916370106761,57.0383790035587,7.4352059995089,7.43587188612099,31.9719300816412,7.88408124345824,6.75964831484195,5.1858556302521,88.1547613445378,-311.080142287491,387.013314229583,4.64705882352941,-47.1448938664434,68.7273979485033,5.60853307515177,7.77960226083316,11.4516223571279,5.63806801750052,27.3438235294118,9.21708185053381,8.56879003558719,70.3529411764706,8,35.0347498429977,4.8333439815784,5.55676307305841,5.61957749633661,6.01735411346033,3.05882352941176,1.75021240441801,11.2081432601887,10.9304705874509,10.7459666924148,5.74596669241483,4.76012643918777,5.37320577768474,7.11176470588235,-338.584460942014,-211.155067402135,46.4705882352941,16.5294117647059,1.43416370106762,C1,282,171,137,17,42,36,21,15,12,2,32,16.5882,13.4286,7.8333,2.1176,2,1.7143,0.4167,0.7143,1.2353,0.5714,0.0952,0.0556,1.5238,0.8889
cohort_student64,0.615384615384615,0.895463619164472,6.27571632442189,4.43760156980183,19.2950370309097,0.842632109960458,271.819526627219,0.0177371172516804,0.107503268149028,0.227654999273679,4.05760312197776,9.34297646195209,10.7802857142857,62.3285714285714,9.48571428571429,-3.12025316048688,78222308.4304938,46.3214285714286,46.7357142857143,41.1241971428572,11.7957554860686,11.7965714285714,22.0678571428571,9.46707142857143,7.9402,6.29702948717949,80.6310717948718,-378.420339194139,412.025316048688,6,-48.2287285714286,44.0439285714286,6.9586,11.4635714285714,13.8571428571429,6.39547014285714,10.8375,10.1428571428571,9.58714285714286,87.1666666666667,12,45.1190476190476,7.66614285714286,8.3125,7.29877857142857,7.659,4.83333333333333,1.69961240310078,13.0238667986669,12.6126488327262,12.4868329805051,7.48683298050514,6.0565,6.7465,9,-413.012760952381,-290.600746380952,60,17.5,1.71428571428571,A2,108,66,53,6,13,12,6,6,5,3,12,18,18,9,2,2.1667,2,0.5,1,1,0.8333,0.5,0.25,2,1
cohort_student65,0.56140350877193,0.878105748455172,5.99414919412284,4.23850354260814,16.8745024910385,0.819761749909713,221.606648199446,0.0135072193758733,0.0808434587331875,0.243435836295712,3.77493422847959,8.69210728153007,7.82522556390978,56.6278195488722,6.00902255639098,-2.83826028026535,58838669.2867766,47.55,48.4710526315789,52.281498245614,8.73861035470877,8.73929824561403,25.2628571428571,9.01506090225564,7.58124962406015,5.49702920353982,85.6079079646018,-324.062065137845,383.826028026535,5.42857142857143,-46.981,58.2102631578948,6.16851453634085,9.18598997493734,12.4791979949875,5.84926133533835,10.5514285714286,10,9.43,73,9.71428571428571,41.7243107769424,6.64928721804511,7.28894135338346,6.4065373433584,6.72441553884712,4.14285714285714,1.69667318982387,12.0317720707886,11.6908163294222,11.5356395693084,6.53563956930837,5.43483458646617,6.07739097744361,7.62857142857143,-361.983433233083,-250.775687631579,54.2857142857143,16.2857142857143,1.56140350877193,B1,114,67,57,7,15,9,7,2,2,3,8,16.2857,16.2857,12.6667,1.2857,2.1429,1.2857,0.2222,0.2857,1,0.2857,0.4286,0.3333,1.1429,0.8889
cohort_student66,0.585585585585586,0.886370209226479,6.16952697239124,4.36251435889116,17.9998833480496,0.831430914308221,380.650921191462,0.0293202293202293,0.150600387564345,0.235703024152794,3.91577275699668,9.01639997781276,8.01783783783784,57.0945945945946,5.72972972972973,-3.26475386903787,89611962.5859885,58.0094594594594,56.7887387387387,55.6545432432433,7.81438253317837,7.81513513513513,35.8295945945946,7.11464054054054,6.24277297297297,5.41795212121212,87.7502121212121,-338.914761711712,426.475386903787,4.66666666666667,-49.0988513513513,64.5872297297297,5.87694054054054,8.84662162162162,12.8054054054054,6.30740632972973,11.5425,8.78378378378378,8.09216216216216,79.3333333333333,10,34.7162162162162,5.19225405405405,6.01351081081081,6.41390405405405,6.92870810810811,3,1.63002114164905,12.1617449614717,11.8112499293252,11.6602540378444,6.66025403784439,4.96596846846847,5.61686936936937,8.1,-370.889218198198,-229.875235495496,46.6666666666667,18.5,1.45945945945946,A2,115,68,55,6,15,12,8,4,4,3,10,19.1667,14.375,9.5833,2,1.875,1.5,0.3333,0.5,1.3333,0.5,0.375,0.25,1.25,0.8333
cohort_student67,0.56441717791411,0.887713059885204,7.20599613988921,5.09540873571974,19.7012012451522,0.849988116680281,206.631788926945,0.0146178898735136,0.0989626882986876,0.22529608570466,4.26542146247833,9.82149587483946,9.50019520356944,59.7629670942554,8.49046291132181,-2.58633895831207,44480224.0386259,40.6911042944785,43.2033742331288,41.9638251533742,11.5656940526748,11.5663803680982,22.8858839933073,9.50565359732292,7.90588510875627,6.03729012345679,80.4186987654321,-343.117800831009,358.633895831207,5.72727272727273,-45.5764729503625,39.7221528165087,7.12878890128277,11.4001338538762,14.7616285554936,6.16028487919688,15.9113636363636,10.7975460122699,10.3073006134969,74,13.0909090909091,43.0390407138873,8.5647472392638,9.11581081985499,8.25251271611824,8.3030771890686,4.18181818181818,1.66461159062885,13.4638468632411,13.0231241712355,12.9086738861372,7.90867388613725,5.31948466257669,5.93572559955382,7.99090909090909,-377.56871672058,-283.671329815951,57.2727272727273,14.8181818181818,1.79754601226994,A2,166,98,80,11,26,22,13,7,6,2,22,15.0909,12.7692,7.5455,2,2,1.6923,0.3182,0.5385,1.1818,0.4615,0.1538,0.0909,1.6923,1
cohort_student68,0.534412955465587,0.886269332318457,8.39895887128027,5.93896077278919,21.0382740384454,0.861609973478841,241.111967086823,0.0201441690530266,0.128590198432558,0.218019302604458,4.57838986874222,10.5421322616808,11.4213213102687,63.7743835112256,9.12837688627162,-4.06423081548029,172871762.275935,47.7240890688259,46.130971659919,48.128712145749,9.87649035721619,9.87740890688259,20.0448251748252,9.48085274199485,8.06581479573059,6.17161485587583,85.2834514412417,-408.1519683364,506.423081548029,7.45454545454545,-53.2402057416268,50.8071991166728,6.70985311004785,11.7510783952889,15.6214942951785,7.67506116025028,35.4377272727273,9.97975708502024,9.40773279352227,103.090909090909,14.9090909090909,44.7217519322782,7.63514898785425,8.27599219727641,8.08153099006257,8.82574508649246,5,1.63129973474801,14.1582113546254,13.6726144658401,13.5744116535239,8.57441165352389,6.33065587044534,7.10387633419212,10.6090909090909,-445.466535583364,-255.806969068826,74.5454545454545,22.4545454545455,1.5748987854251,B1,248,136,118,11,32,21,13,7,7,3,36,22.5455,19.0769,11.8095,1.9091,2.4615,1.6154,0.3333,0.5385,1.1818,0.5385,0.2308,0.1429,2.7692,1.7143
cohort_student69,0.357541899441341,0.843542323879652,9.56716918722478,6.76501020904563,18.2471905060883,0.837808874477907,175.088168284386,0.0161347032855413,0.11663004256382,0.234100314357258,4.48409459124124,10.3250093613673,13.6442597765363,68.2978212290503,10.4945474860335,-5.25317688123313,372933264.561602,50.0122905027933,46.7650837988827,51.0529282122905,9.07524345811955,9.07625698324022,21.5498525139665,8.82811941899441,7.73259372067039,6.4155855944056,87.7752240559441,-463.534311356425,625.317688123313,9,-59.4900790502793,54.1737798882682,6.67235903910615,12.8181474860335,15.9811396648045,8.8191658615419,124.2296,9.71368715083799,9.11505586592179,126.2,12.96,46.7964245810056,7.13895716201117,7.7795887821229,7.69351720670391,9.01802981005587,5.2,1.63931297709924,13.412043294602,12.9747484026893,12.859006035093,7.85900603509299,6.41494279329609,7.27947463687151,12.552,-501.482795526257,-232.298741829609,90,28.64,1.4608938547486,B2,725,271,230,21,105,82,33,42,26,18,86,34.5238,21.9697,8.8415,3.9048,3.1818,2.4848,0.5122,1.2727,1.5714,0.7879,0.5455,0.2195,2.6061,1.0488
cohort_student70,0.577092511013216,0.898662164165804,8.69477538195963,6.14813463347751,23.2492221468784,0.875319640441814,140.697471326826,0.00970722388990683,0.0802256776002735,0.20739380826373,4.82688385686589,11.114310814433,10.4857628458498,61.9177865612648,8.30276679841897,-3.76133496891092,137055459.328309,46.2413043478261,45.2847826086957,49.2260182608696,9.57582409244869,9.57669565217391,30.1596837944664,7.90024308300395,6.87359920948617,5.98539178245335,85.4772821754664,-388.345236756456,476.133496891092,7.18181818181818,-51.6899490118577,56.5053162055336,6.36752292490119,10.572371541502,13.2332015810277,6.82378831620553,28.4,10.1521739130435,9.59739130434783,95.2727272727273,10.1818181818182,41.7786561264822,6.55165217391304,7.12112648221344,6.47591225296443,7.20097628458498,4.36363636363636,1.70644850818094,12.2434900209803,11.8870511463741,11.738628975053,6.73862897505303,5.57769565217391,6.29239920948617,9.57272727272727,-418.04809798419,-246.257491826087,71.8181818181818,20.9090909090909,1.52608695652174,A2,233,139,123,10,34,26,13,11,7,5,25,23.3,17.9231,8.9615,2.6,2.6154,2,0.4231,0.8462,1.3,0.5385,0.3846,0.1923,1.9231,0.9615
cohort_student71,0.515406162464986,0.887235485095253,9.73831268205932,6.8860269347991,22.6371586688282,0.872329691603872,192.469144520553,0.0164919900544487,0.117525026455473,0.210178865044063,4.90946308824872,11.304456521606,9.80483193277311,60.4802521008403,8.16016806722689,-3.17120351626932,82152441.0196868,42.8525210084034,43.4505602240896,46.2447358543417,10.3927073969669,10.3935014005602,26.4033879551821,8.72368072829132,7.40458941176471,5.95727,83.47027,-359.979715521008,417.120351626932,6.6,-48.6269768907563,49.8500231092437,6.65445745098039,10.74068767507,14.8710924369748,6.7046339994958,42.67875,10.546218487395,10.0308403361345,84.55,13.8,43.0600840336134,7.85753120448179,8.40989661064426,8.01283172268908,8.3514894117647,4.5,1.63039621525724,13.7400552585995,13.2812504613406,13.1734949746879,8.1734949746879,5.75890602240896,6.43932338935574,8.79,-393.669231887955,-258.548789047619,66,17.85,1.64145658263305,C2,357,192,175,20,45,32,21,11,9,6,47,17.85,17,11.1562,1.6,2.1429,1.5238,0.3438,0.5238,1.05,0.4286,0.2857,0.1875,2.2381,1.4688
cohort_student72,0.470941883767535,0.878791513577159,10.5200448043424,7.43879501953679,22.2599970121807,0.869822323707537,122.208344544801,0.0102373421541879,0.0892497356048965,0.211951965924137,4.96864736575982,11.4407333567427,7.96302730460922,56.8602830661323,6.34852204408818,-2.71131633133159,51314562.2318973,47.3776553106212,48.7193386773547,50.371575751503,9.26193675778517,9.26260521042084,33.4407133016032,7.70085180360721,6.60380192885771,5.54281285140562,84.8299714859438,-318.342196376503,371.131633133159,5.21875,-46.2807925225451,57.9191673972946,6.16810938126252,9.05468875250501,12.4098446893788,5.71410730608718,49.41359375,10.0200400801603,9.45204408817635,71.5,9.625,36.2350325651303,6.0774253006012,6.68288678607214,6.42837370365731,6.68292845691383,3.21875,1.64304461942257,11.9907646115445,11.6528417970292,11.4963227339832,6.49632273398321,4.86287781813627,5.46777887024048,7.359375,-356.063313647295,-249.193543126252,52.1875,15.59375,1.57314629258517,C1,501,252,220,32,60,46,33,12,12,13,64,15.6562,15.1818,10.8913,1.4375,1.8182,1.3939,0.2609,0.3636,1.0312,0.3636,0.3939,0.2826,1.9394,1.3913
cohort_student73,0.617977528089888,0.907116308539646,8.24484857895447,5.82998834003498,24.228365248268,0.879814356249642,157.177124100492,0.01015679553101,0.0814051799281848,0.203159878269832,4.85029586015503,11.1682189442037,9.27359550561798,59.4629213483146,7.4952808988764,-3.15256008755494,80688244.5655349,47.0668539325843,47.2634831460674,48.5681674157303,9.75607785542022,9.75685393258427,27.1674382022472,8.59994179775281,7.31291146067416,5.81748259887006,84.4093340112994,-356.635058157303,415.256008755494,6,-48.5239887640449,61.868,6.00694,9.052,12.2885393258427,6.0607927541573,18.436,10.0561797752809,9.49179775280899,82.4,9.2,39.7101123595506,6.29554202247191,6.89642067415731,6.10509550561798,6.58029797752809,3.9,1.64963503649635,11.7929086890236,11.4697820116688,11.3066238629181,6.30662386291807,5.76111460674157,6.44093483146067,8.01,-383.085336449438,-251.790978426966,60,17.8,1.5,B1,180,114,101,10,28,20,12,8,7,8,19,18,15,9,2,2.3333,1.6667,0.4,0.6667,1.2,0.5833,0.6667,0.4,1.5833,0.95
